GW1.24H_LASKIN_T,,Sub,station,GW1,24H,calculator,time,program,,,,,,,,,
GW2.HA33_IMS17_A,,Sub,station,GW2,apartment,number,33,air,flow,controller,17,control,point,,,,
GW2.HA33_IMS17_M,,Sub,station,GW2,apartment,number,33,air,flow,controller,17,measurement,,,,,
GW2.HA33_JAAH_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,33,cooling,set,point,room,1,fictional,point,measurement,,
GW2.HA33_JAAH_ASETUS_AH2_FM,,Sub,station,GW2,apartment,number,33,cooling,set,point,room,2,fictional,point,measurement,,
GW2.HA33_JAAH_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,33,cooling,set,point,bathroom,fictional,point,measurement,,,
GW2.HA33_JAAHDYTYS_AH1_A,,Sub,station,GW2,apartment,number,33,cooling,room,1,control,point,,,,,
GW2.HA33_JAAHDYTYS_AH2_A,,Sub,station,GW2,apartment,number,33,cooling,room,2,control,point,,,,,
GW2.HA33_JAAHDYTYS_KH_A,,Sub,station,GW2,apartment,number,33,cooling,bathroom,control,point,,,,,,
GW2.HA33_KUIVATUS_KH_A,,Sub,station,GW2,apartment,number,33,drying,bathroom,control,point,,,,,,
GW2.HA33_LAMM_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,33,heating,set,point,room,1,fictional,point,measurement,,
GW2.HA33_LAMM_ASETUS_AH2_FM,,Sub,station,GW2,apartment,number,33,heating,set,point,room,2,fictional,point,measurement,,
GW2.HA33_LAMM_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,33,heating,set,point,bathroom,fictional,point,measurement,,,
GW2.HA33_ME16_KH_ARH,,Sub,station,GW2,apartment,number,33,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW2.HA33_ME16_KH_M,,Sub,station,GW2,apartment,number,33,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW2.HA33_ME16_KH_YRH,,Sub,station,GW2,apartment,number,33,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW2.HA33_MV10_AH1_A,,Sub,station,GW2,apartment,number,33,magnetic,valve,10,room,1,control,point,,,
GW2.HA33_MV10_AH2_A,,Sub,station,GW2,apartment,number,33,magnetic,valve,10,room,2,control,point,,,
GW2.HA33_MV10_KH_A,,Sub,station,GW2,apartment,number,33,magnetic,valve,10,bathroom,control,point,,,,
GW2.HA33_OE_FI,,Sub,station,GW2,apartment,number,33,OE,FI,,,,,,,,
GW2.HA33_QE16_AH1_ARH,,Sub,station,GW2,apartment,number,33,CO2,sensor,16,room,1,low,limit,alarm,,
GW2.HA33_QE16_AH1_M,,Sub,station,GW2,apartment,number,33,CO2,sensor,16,room,1,measurement,,,,
GW2.HA33_QE16_AH1_YRH,,Sub,station,GW2,apartment,number,33,CO2,sensor,16,room,1,high,limit,alarm,,
GW2.HA33_QE_TEHOSTUS_A,,Sub,station,GW2,apartment,number,33,CO2,sensor,boost,control,point,,,,,
GW2.HA33_SM_K,,Sub,station,GW2,apartment,number,33,SM,time,,,,,,,,
GW2.HA33_SM_KAM,,Sub,station,GW2,apartment,number,33,SM,KAM,,,,,,,,
GW2.HA33_TC16_MODULIVIKA_H,,Sub,station,GW2,apartment,number,33,temperature,controller,16,module,fault,alarm,point,,,
GW2.HA33_TE16_AH1_ARH,,Sub,station,GW2,apartment,number,33,temperature,measurement,16,room,1,low,limit,alarm,,
GW2.HA33_TE16_AH1_M,,Sub,station,GW2,apartment,number,33,temperature,measurement,16,room,1,measurement,,,,
GW2.HA33_TE16_AH1_YRH,,Sub,station,GW2,apartment,number,33,temperature,measurement,16,room,1,high,limit,alarm,,
GW2.HA33_TE16_AH2_M,,Sub,station,GW2,apartment,number,33,temperature,measurement,16,room,2,measurement,,,,
GW2.HA33_TE16_AH2_YRH,,Sub,station,GW2,apartment,number,33,temperature,measurement,16,room,2,high,limit,alarm,,
GW2.HA33_TE16_KH_ARH,,Sub,station,GW2,apartment,number,33,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW2.HA33_TE16_KH_M,,Sub,station,GW2,apartment,number,33,temperature,measurement,16,bathroom,measurement,,,,,
GW2.HA33_TE16_KH_YRH,,Sub,station,GW2,apartment,number,33,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW2.HA33_TEHOSTAJA_FI,,Sub,station,GW2,apartment,number,33,booster,FI,,,,,,,,
GW2.HA33_TEHOSTUS_FI,,Sub,station,GW2,apartment,number,33,boost,FI,,,,,,,,
GW2.HA33_TH16_AH1_M,,Sub,station,GW2,apartment,number,33,offset,from,the,setpoint,value,16,room,1,measurement,
GW2.HA33_TH16_AH2_M,,Sub,station,GW2,apartment,number,33,offset,from,the,setpoint,value,16,room,2,measurement,
GW2.HA33_TH16_KH_M,,Sub,station,GW2,apartment,number,33,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW2.HA33_VM_EP_KV_K,,Sub,station,GW2,apartment,number,33,water,meter,EP,cold,water,time,,,,
GW2.HA33_VM_EP_LV_K,,Sub,station,GW2,apartment,number,33,water,meter,EP,heat,exchanger,time,,,,
GW2.HA33_VM_KV_K,,Sub,station,GW2,apartment,number,33,water,meter,cold,water,time,,,,,
GW2.HA33_VM_KV_KAM,,Sub,station,GW2,apartment,number,33,water,meter,cold,water,KAM,,,,,
GW2.HA33_VM_LV_K,,Sub,station,GW2,apartment,number,33,water,meter,heat,exchanger,time,,,,,
GW2.HA33_VM_LV_KAM,,Sub,station,GW2,apartment,number,33,water,meter,heat,exchanger,KAM,,,,,
GW2.HA34_AS_TE_AH_FM,,Sub,station,GW2,apartment,number,34,deflected,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW2.HA34_AS_TE_KH_FM,,Sub,station,GW2,apartment,number,34,deflected,setpoint,temperature,measurement,bathroom,fictional,point,measurement,,
GW2.HA34_IMS15_A,,Sub,station,GW2,apartment,number,34,air,flow,controller,15,control,point,,,,
GW2.HA34_IMS15_M,,Sub,station,GW2,apartment,number,34,air,flow,controller,15,measurement,,,,,
GW2.HA34_IMS17_A,,Sub,station,GW2,apartment,number,34,air,flow,controller,17,control,point,,,,
GW2.HA34_IMS17_M,,Sub,station,GW2,apartment,number,34,air,flow,controller,17,measurement,,,,,
GW2.HA34_JAAH_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,34,cooling,set,point,room,1,fictional,point,measurement,,
GW2.HA34_JAAH_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,34,cooling,set,point,bathroom,fictional,point,measurement,,,
GW2.HA34_JAAHDYTYS_AH1_A,,Sub,station,GW2,apartment,number,34,cooling,room,1,control,point,,,,,
GW2.HA34_JAAHDYTYS_KH_A,,Sub,station,GW2,apartment,number,34,cooling,bathroom,control,point,,,,,,
GW2.HA34_KUIVATUS_KH_A,,Sub,station,GW2,apartment,number,34,drying,bathroom,control,point,,,,,,
GW2.HA34_LAMM_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,34,heating,set,point,room,1,fictional,point,measurement,,
GW2.HA34_LAMM_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,34,heating,set,point,bathroom,fictional,point,measurement,,,
GW2.HA34_ME16_KH_ARH,,Sub,station,GW2,apartment,number,34,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW2.HA34_ME16_KH_M,,Sub,station,GW2,apartment,number,34,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW2.HA34_ME16_KH_YRH,,Sub,station,GW2,apartment,number,34,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW2.HA34_MV10_AH1_A,,Sub,station,GW2,apartment,number,34,magnetic,valve,10,room,1,control,point,,,
GW2.HA34_MV10_KH_A,,Sub,station,GW2,apartment,number,34,magnetic,valve,10,bathroom,control,point,,,,
GW2.HA34_OE_FI,,Sub,station,GW2,apartment,number,34,OE,FI,,,,,,,,
GW2.HA34_QE16_AH1_ARH,,Sub,station,GW2,apartment,number,34,CO2,sensor,16,room,1,low,limit,alarm,,
GW2.HA34_QE16_AH1_M,,Sub,station,GW2,apartment,number,34,CO2,sensor,16,room,1,measurement,,,,
GW2.HA34_QE16_AH1_YRH,,Sub,station,GW2,apartment,number,34,CO2,sensor,16,room,1,high,limit,alarm,,
GW2.HA34_QE_TEHOSTUS_A,,Sub,station,GW2,apartment,number,34,CO2,sensor,boost,control,point,,,,,
GW2.HA34_SM_K,,Sub,station,GW2,apartment,number,34,SM,time,,,,,,,,
GW2.HA34_SM_KAM,,Sub,station,GW2,apartment,number,34,SM,KAM,,,,,,,,
GW2.HA34_TC16_MODULIVIKA_H,,Sub,station,GW2,apartment,number,34,temperature,controller,16,module,fault,alarm,point,,,
GW2.HA34_TE16_AH1_ARH,,Sub,station,GW2,apartment,number,34,temperature,measurement,16,room,1,low,limit,alarm,,
GW2.HA34_TE16_AH1_M,,Sub,station,GW2,apartment,number,34,temperature,measurement,16,room,1,measurement,,,,
GW2.HA34_TE16_AH1_YRH,,Sub,station,GW2,apartment,number,34,temperature,measurement,16,room,1,high,limit,alarm,,
GW2.HA34_TE16_KH_ARH,,Sub,station,GW2,apartment,number,34,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW2.HA34_TE16_KH_M,,Sub,station,GW2,apartment,number,34,temperature,measurement,16,bathroom,measurement,,,,,
GW2.HA34_TE16_KH_YRH,,Sub,station,GW2,apartment,number,34,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW2.HA34_TEHOSTAJA_FI,,Sub,station,GW2,apartment,number,34,booster,FI,,,,,,,,
GW2.HA34_TEHOSTUS_FI,,Sub,station,GW2,apartment,number,34,boost,FI,,,,,,,,
GW2.HA34_TH16_AH1_M,,Sub,station,GW2,apartment,number,34,offset,from,the,setpoint,value,16,room,1,measurement,
GW2.HA34_TH16_KH_M,,Sub,station,GW2,apartment,number,34,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW2.HA34_VM_EP_KV_K,,Sub,station,GW2,apartment,number,34,water,meter,EP,cold,water,time,,,,
GW2.HA34_VM_EP_LV_K,,Sub,station,GW2,apartment,number,34,water,meter,EP,heat,exchanger,time,,,,
GW2.HA34_VM_KV_K,,Sub,station,GW2,apartment,number,34,water,meter,cold,water,time,,,,,
GW2.HA34_VM_KV_KAM,,Sub,station,GW2,apartment,number,34,water,meter,cold,water,KAM,,,,,
GW2.HA34_VM_LV_K,,Sub,station,GW2,apartment,number,34,water,meter,heat,exchanger,time,,,,,
GW2.HA34_VM_LV_KAM,,Sub,station,GW2,apartment,number,34,water,meter,heat,exchanger,KAM,,,,,
GW2.HA35_AS_TE_AH_FM,,Sub,station,GW2,apartment,number,35,deflected,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW2.HA35_IMS15_A,,Sub,station,GW2,apartment,number,35,air,flow,controller,15,control,point,,,,
GW2.HA35_IMS15_M,,Sub,station,GW2,apartment,number,35,air,flow,controller,15,measurement,,,,,
GW2.HA35_IMS17_A,,Sub,station,GW2,apartment,number,35,air,flow,controller,17,control,point,,,,
GW2.HA35_IMS17_M,,Sub,station,GW2,apartment,number,35,air,flow,controller,17,measurement,,,,,
GW2.HA35_JAAH_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,35,cooling,set,point,room,1,fictional,point,measurement,,
GW2.HA35_JAAH_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,35,cooling,set,point,bathroom,fictional,point,measurement,,,
GW2.HA35_JAAHDYTYS_AH1_A,,Sub,station,GW2,apartment,number,35,cooling,room,1,control,point,,,,,
GW2.HA35_JAAHDYTYS_KH_A,,Sub,station,GW2,apartment,number,35,cooling,bathroom,control,point,,,,,,
GW2.HA35_KUIVATUS_KH_A,,Sub,station,GW2,apartment,number,35,drying,bathroom,control,point,,,,,,
GW2.HA35_LAMM_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,35,heating,set,point,room,1,fictional,point,measurement,,
GW2.HA35_LAMM_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,35,heating,set,point,bathroom,fictional,point,measurement,,,
GW2.HA35_ME16_KH_ARH,,Sub,station,GW2,apartment,number,35,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW2.HA35_ME16_KH_M,,Sub,station,GW2,apartment,number,35,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW2.HA35_ME16_KH_YRH,,Sub,station,GW2,apartment,number,35,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW2.HA35_MV10_AH1_A,,Sub,station,GW2,apartment,number,35,magnetic,valve,10,room,1,control,point,,,
GW2.HA35_MV10_KH_A,,Sub,station,GW2,apartment,number,35,magnetic,valve,10,bathroom,control,point,,,,
GW2.HA35_OE_FI,,Sub,station,GW2,apartment,number,35,OE,FI,,,,,,,,
GW2.HA35_QE16_AH1_ARH,,Sub,station,GW2,apartment,number,35,CO2,sensor,16,room,1,low,limit,alarm,,
GW2.HA35_QE16_AH1_M,,Sub,station,GW2,apartment,number,35,CO2,sensor,16,room,1,measurement,,,,
GW2.HA35_QE16_AH1_YRH,,Sub,station,GW2,apartment,number,35,CO2,sensor,16,room,1,high,limit,alarm,,
GW2.HA35_QE_TEHOSTUS_A,,Sub,station,GW2,apartment,number,35,CO2,sensor,boost,control,point,,,,,
GW2.HA35_SM_K,,Sub,station,GW2,apartment,number,35,SM,time,,,,,,,,
GW2.HA35_SM_KAM,,Sub,station,GW2,apartment,number,35,SM,KAM,,,,,,,,
GW2.HA35_TC16_MODULIVIKA_H,,Sub,station,GW2,apartment,number,35,temperature,controller,16,module,fault,alarm,point,,,
GW2.HA35_TE16_AH1_ARH,,Sub,station,GW2,apartment,number,35,temperature,measurement,16,room,1,low,limit,alarm,,
GW2.HA35_TE16_AH1_M,,Sub,station,GW2,apartment,number,35,temperature,measurement,16,room,1,measurement,,,,
GW2.HA35_TE16_AH1_YRH,,Sub,station,GW2,apartment,number,35,temperature,measurement,16,room,1,high,limit,alarm,,
GW2.HA35_TE16_KH_ARH,,Sub,station,GW2,apartment,number,35,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW2.HA35_TE16_KH_M,,Sub,station,GW2,apartment,number,35,temperature,measurement,16,bathroom,measurement,,,,,
GW2.HA35_TE16_KH_YRH,,Sub,station,GW2,apartment,number,35,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW2.HA35_TEHOSTAJA_FI,,Sub,station,GW2,apartment,number,35,booster,FI,,,,,,,,
GW2.HA35_TEHOSTUS_FI,,Sub,station,GW2,apartment,number,35,boost,FI,,,,,,,,
GW2.HA35_TH16_AH1_M,,Sub,station,GW2,apartment,number,35,offset,from,the,setpoint,value,16,room,1,measurement,
GW2.HA35_TH16_KH_M,,Sub,station,GW2,apartment,number,35,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW2.HA35_VM_EP_KV_K,,Sub,station,GW2,apartment,number,35,water,meter,EP,cold,water,time,,,,
GW2.HA35_VM_EP_LV_K,,Sub,station,GW2,apartment,number,35,water,meter,EP,heat,exchanger,time,,,,
GW2.HA35_VM_KV_K,,Sub,station,GW2,apartment,number,35,water,meter,cold,water,time,,,,,
GW2.HA35_VM_KV_KAM,,Sub,station,GW2,apartment,number,35,water,meter,cold,water,KAM,,,,,
GW2.HA35_VM_LV_K,,Sub,station,GW2,apartment,number,35,water,meter,heat,exchanger,time,,,,,
GW2.HA35_VM_LV_KAM,,Sub,station,GW2,apartment,number,35,water,meter,heat,exchanger,KAM,,,,,
GW2.HA36_AS_TE_AH_FM,,Sub,station,GW2,apartment,number,36,deflected,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW2.HA36_AS_TE_KH_FM,,Sub,station,GW2,apartment,number,36,deflected,setpoint,temperature,measurement,bathroom,fictional,point,measurement,,
GW2.HA36_IMS15_A,,Sub,station,GW2,apartment,number,36,air,flow,controller,15,control,point,,,,
GW2.HA36_IMS15_M,,Sub,station,GW2,apartment,number,36,air,flow,controller,15,measurement,,,,,
GW2.HA36_IMS17_A,,Sub,station,GW2,apartment,number,36,air,flow,controller,17,control,point,,,,
GW2.HA36_IMS17_M,,Sub,station,GW2,apartment,number,36,air,flow,controller,17,measurement,,,,,
GW2.HA36_JAAH_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,36,cooling,set,point,room,1,fictional,point,measurement,,
GW2.HA36_JAAH_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,36,cooling,set,point,bathroom,fictional,point,measurement,,,
GW2.HA36_JAAHDYTYS_AH1_A,,Sub,station,GW2,apartment,number,36,cooling,room,1,control,point,,,,,
GW2.HA36_JAAHDYTYS_KH_A,,Sub,station,GW2,apartment,number,36,cooling,bathroom,control,point,,,,,,
GW2.HA36_KUIVATUS_KH_A,,Sub,station,GW2,apartment,number,36,drying,bathroom,control,point,,,,,,
GW2.HA36_LAMM_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,36,heating,set,point,room,1,fictional,point,measurement,,
GW2.HA36_LAMM_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,36,heating,set,point,bathroom,fictional,point,measurement,,,
GW2.HA36_ME16_KH_ARH,,Sub,station,GW2,apartment,number,36,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW2.HA36_ME16_KH_M,,Sub,station,GW2,apartment,number,36,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW2.HA36_ME16_KH_YRH,,Sub,station,GW2,apartment,number,36,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW2.HA36_MV10_AH1_A,,Sub,station,GW2,apartment,number,36,magnetic,valve,10,room,1,control,point,,,
GW2.HA36_MV10_KH_A,,Sub,station,GW2,apartment,number,36,magnetic,valve,10,bathroom,control,point,,,,
GW2.HA36_OE_FI,,Sub,station,GW2,apartment,number,36,OE,FI,,,,,,,,
GW2.HA36_QE16_AH1_ARH,,Sub,station,GW2,apartment,number,36,CO2,sensor,16,room,1,low,limit,alarm,,
GW2.HA36_QE16_AH1_M,,Sub,station,GW2,apartment,number,36,CO2,sensor,16,room,1,measurement,,,,
GW2.HA36_QE16_AH1_YRH,,Sub,station,GW2,apartment,number,36,CO2,sensor,16,room,1,high,limit,alarm,,
GW2.HA36_QE_TEHOSTUS_A,,Sub,station,GW2,apartment,number,36,CO2,sensor,boost,control,point,,,,,
GW2.HA36_SM_K,,Sub,station,GW2,apartment,number,36,SM,time,,,,,,,,
GW2.HA36_SM_KAM,,Sub,station,GW2,apartment,number,36,SM,KAM,,,,,,,,
GW2.HA36_TC16_MODULIVIKA_H,,Sub,station,GW2,apartment,number,36,temperature,controller,16,module,fault,alarm,point,,,
GW2.HA36_TE16_AH1_ARH,,Sub,station,GW2,apartment,number,36,temperature,measurement,16,room,1,low,limit,alarm,,
GW2.HA36_TE16_AH1_M,,Sub,station,GW2,apartment,number,36,temperature,measurement,16,room,1,measurement,,,,
GW2.HA36_TE16_AH1_YRH,,Sub,station,GW2,apartment,number,36,temperature,measurement,16,room,1,high,limit,alarm,,
GW2.HA36_TE16_KH_ARH,,Sub,station,GW2,apartment,number,36,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW2.HA36_TE16_KH_M,,Sub,station,GW2,apartment,number,36,temperature,measurement,16,bathroom,measurement,,,,,
GW2.HA36_TE16_KH_YRH,,Sub,station,GW2,apartment,number,36,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW2.HA36_TEHOSTAJA_FI,,Sub,station,GW2,apartment,number,36,booster,FI,,,,,,,,
GW2.HA36_TEHOSTUS_FI,,Sub,station,GW2,apartment,number,36,boost,FI,,,,,,,,
GW2.HA36_TH16_AH1_M,,Sub,station,GW2,apartment,number,36,offset,from,the,setpoint,value,16,room,1,measurement,
GW2.HA36_TH16_KH_M,,Sub,station,GW2,apartment,number,36,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW2.HA36_VM_EP_KV_K,,Sub,station,GW2,apartment,number,36,water,meter,EP,cold,water,time,,,,
GW2.HA36_VM_EP_LV_K,,Sub,station,GW2,apartment,number,36,water,meter,EP,heat,exchanger,time,,,,
GW2.HA36_VM_KV_K,,Sub,station,GW2,apartment,number,36,water,meter,cold,water,time,,,,,
GW2.HA36_VM_KV_KAM,,Sub,station,GW2,apartment,number,36,water,meter,cold,water,KAM,,,,,
GW2.HA36_VM_LV_K,,Sub,station,GW2,apartment,number,36,water,meter,heat,exchanger,time,,,,,
GW2.HA36_VM_LV_KAM,,Sub,station,GW2,apartment,number,36,water,meter,heat,exchanger,KAM,,,,,
GW2.HA37_AS_TE_AH_FM,,Sub,station,GW2,apartment,number,37,deflected,setpoint,temperature,measurement,room,fictional,point,measurement,,
GW2.HA37_AS_TE_KH_FM,,Sub,station,GW2,apartment,number,37,deflected,setpoint,temperature,measurement,bathroom,fictional,point,measurement,,
GW2.HA37_IMS15_A,,Sub,station,GW2,apartment,number,37,air,flow,controller,15,control,point,,,,
GW2.HA37_IMS15_M,,Sub,station,GW2,apartment,number,37,air,flow,controller,15,measurement,,,,,
GW2.HA37_IMS17_A,,Sub,station,GW2,apartment,number,37,air,flow,controller,17,control,point,,,,
GW2.HA37_IMS17_M,,Sub,station,GW2,apartment,number,37,air,flow,controller,17,measurement,,,,,
GW2.HA37_JAAH_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,37,cooling,set,point,room,1,fictional,point,measurement,,
GW2.HA37_JAAH_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,37,cooling,set,point,bathroom,fictional,point,measurement,,,
GW2.HA37_JAAHDYTYS_AH1_A,,Sub,station,GW2,apartment,number,37,cooling,room,1,control,point,,,,,
GW2.HA37_JAAHDYTYS_KH_A,,Sub,station,GW2,apartment,number,37,cooling,bathroom,control,point,,,,,,
GW2.HA37_KUIVATUS_KH_A,,Sub,station,GW2,apartment,number,37,drying,bathroom,control,point,,,,,,
GW2.HA37_LAMM_ASETUS_AH1_FM,,Sub,station,GW2,apartment,number,37,heating,set,point,room,1,fictional,point,measurement,,
GW2.HA37_LAMM_ASETUS_KH_FM,,Sub,station,GW2,apartment,number,37,heating,set,point,bathroom,fictional,point,measurement,,,
GW2.HA37_ME16_KH_ARH,,Sub,station,GW2,apartment,number,37,electronic,humidity,sensor,16,bathroom,low,limit,alarm,,
GW2.HA37_ME16_KH_M,,Sub,station,GW2,apartment,number,37,electronic,humidity,sensor,16,bathroom,measurement,,,,
GW2.HA37_ME16_KH_YRH,,Sub,station,GW2,apartment,number,37,electronic,humidity,sensor,16,bathroom,high,limit,alarm,,
GW2.HA37_MV10_AH1_A,,Sub,station,GW2,apartment,number,37,magnetic,valve,10,room,1,control,point,,,
GW2.HA37_MV10_KH_A,,Sub,station,GW2,apartment,number,37,magnetic,valve,10,bathroom,control,point,,,,
GW2.HA37_OE_FI,,Sub,station,GW2,apartment,number,37,OE,FI,,,,,,,,
GW2.HA37_QE16_AH1_ARH,,Sub,station,GW2,apartment,number,37,CO2,sensor,16,room,1,low,limit,alarm,,
GW2.HA37_QE16_AH1_M,,Sub,station,GW2,apartment,number,37,CO2,sensor,16,room,1,measurement,,,,
GW2.HA37_QE16_AH1_YRH,,Sub,station,GW2,apartment,number,37,CO2,sensor,16,room,1,high,limit,alarm,,
GW2.HA37_QE_TEHOSTUS_A,,Sub,station,GW2,apartment,number,37,CO2,sensor,boost,control,point,,,,,
GW2.HA37_SM_K,,Sub,station,GW2,apartment,number,37,SM,time,,,,,,,,
GW2.HA37_SM_KAM,,Sub,station,GW2,apartment,number,37,SM,KAM,,,,,,,,
GW2.HA37_TC16_MODULIVIKA_H,,Sub,station,GW2,apartment,number,37,temperature,controller,16,module,fault,alarm,point,,,
GW2.HA37_TE16_AH1_ARH,,Sub,station,GW2,apartment,number,37,temperature,measurement,16,room,1,low,limit,alarm,,
GW2.HA37_TE16_AH1_M,,Sub,station,GW2,apartment,number,37,temperature,measurement,16,room,1,measurement,,,,
GW2.HA37_TE16_AH1_YRH,,Sub,station,GW2,apartment,number,37,temperature,measurement,16,room,1,high,limit,alarm,,
GW2.HA37_TE16_KH_ARH,,Sub,station,GW2,apartment,number,37,temperature,measurement,16,bathroom,low,limit,alarm,,,
GW2.HA37_TE16_KH_M,,Sub,station,GW2,apartment,number,37,temperature,measurement,16,bathroom,measurement,,,,,
GW2.HA37_TE16_KH_YRH,,Sub,station,GW2,apartment,number,37,temperature,measurement,16,bathroom,high,limit,alarm,,,
GW2.HA37_TEHOSTAJA_FI,,Sub,station,GW2,apartment,number,37,booster,FI,,,,,,,,
GW2.HA37_TEHOSTUS_FI,,Sub,station,GW2,apartment,number,37,boost,FI,,,,,,,,
GW2.HA37_TH16_AH1_M,,Sub,station,GW2,apartment,number,37,offset,from,the,setpoint,value,16,room,1,measurement,
GW2.HA37_TH16_KH_M,,Sub,station,GW2,apartment,number,37,offset,from,the,setpoint,value,16,bathroom,measurement,,
GW2.HA37_VM_EP_KV_K,,Sub,station,GW2,apartment,number,37,water,meter,EP,cold,water,time,,,,
GW2.HA37_VM_EP_LV_K,,Sub,station,GW2,apartment,number,37,water,meter,EP,heat,exchanger,time,,,,
GW2.HA37_VM_KV_K,,Sub,station,GW2,apartment,number,37,water,meter,cold,water,time,,,,,
GW2.HA37_VM_KV_KAM,,Sub,station,GW2,apartment,number,37,water,meter,cold,water,KAM,,,,,
GW2.HA37_VM_LV_K,,Sub,station,GW2,apartment,number,37,water,meter,heat,exchanger,time,,,,,
GW2.HA37_VM_LV_KAM,,Sub,station,GW2,apartment,number,37,water,meter,heat,exchanger,KAM,,,,,
